Block ID,Question,Participant ID,User Comment
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472191344,No tengo observaciones.
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472168314,Hasta ahora lo veo Perfecto con los detalles más importantes
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472208642,Tener la oportunidad de leer contrato
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 463129649,Rapidez y eficiencia al momento del cliente solicitar el producto.
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472407839,Todo esta bien
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472410698,Lo veo fácil de entender para el usuario.
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472275898,Nada que agregar
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472506609,Esta todo claro
2f19c5fb,¿Qué mejorarías en el flujo?,Participant 472547199,PREVIOUS
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472562969,Que se refleje la cuota mensual que el cliente pagaría una vez haya seleccionado el monto del flujo y el tiempo en el que lo pagaría
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473803620,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473692197,Al final pudiera dar un tiempo estimado de respuesta a la solicitud y la forma en la que notificaran su aprobación o no.
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473136371,"Un asistente digital, para personas que no saben bien las redes"
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473046238,Adjunto de notificaciones bancarias o estados de cuentas
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473040549,Ninguna otra
7460e4b5,¿Qué información agregarías a este flujo?,Participant 470534995,No se decirle
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473032251,Me parece todo correcto
7460e4b5,¿Qué información agregarías a este flujo?,Participant 473011218,"Este está bien, pero aveces los usuarios 🤷 pregunta por algo que ven en su plataforma, y el agente externo no ve lo que el usuarios le explica"
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472654994,...
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472118661,no sabria decir
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472120161,test
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472124103,Test
7460e4b5,¿Qué información agregarías a este flujo?,Participant 449165636,Nada por el momento
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472121123,"lo mismo pero mas claro, preguntas frecuentes, etc"
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472126434,desahogar el contenido puede hacer que la experiencia se sienta menos tensa
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472137757,Del producto
7460e4b5,¿Qué información agregarías a este flujo?,Participant 471696699,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472141368,Desconozco que otra información seria vital para esto.
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472138086,Ok
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472143230,si
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472150124,Nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472150368,Nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472151867,Si cobra penalidad por abono
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472152621,Asi está Perfecto
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472153323,"Posibilidad de abonos a capital sin penalización, si es posible hacerlo. si puedo pagar directamente, sin que sea desde una cuenta que ustedes cobre,"
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472151186,Solo la parte del manejo de los estados financieros y capitalizar desde esa información.
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472155053,Por ahora nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472152948,Nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472157347,En caso de tener préstamos activos en la entidad podría hacer la unificación del monto para lograr otras metas
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472150123,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472159841,Creo que está bien con lo que hay
7460e4b5,¿Qué información agregarías a este flujo?,Participant 471048348,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472159225,Las preguntas frecuentes y el tarifario
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472159681,Está todo bien
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472159367,N/A
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472162365,Tener más información detallada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472160442,SI PODRIA SALDARLO EN CUALQUIER MOMENTO SIN CASTIGO
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472161404,NA
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472165120,Lo veo completo
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472170229,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 449228582,Entiendo que está bien
7460e4b5,¿Qué información agregarías a este flujo?,Participant 450307300,No tengo nada que agregar
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472168267,Nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472177782,esta todo no necesito nada mas
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472186988,Ninguna.
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472191344,No tengo recomendaciones adicionales a las que aparecen en este.
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472168314,Por ahora nada
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472208642,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 463129649,"Más que una información es una felicidad, como se trata de productos vía digital sería bueno si se incluyera la facilidad de un dictado (una voz que diga lo que está presente en la pantalla) así sería mucho más fácil para esas personas adultas que quizás no ven bien o personas que tienen alguna discapacidad en la vista. Aparte de que sería una gran facilidad sería un paso hacia delante contra las demás instituciones bancarias."
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472407839,Ninguna
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472410698,Nada más
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472275898,Nothing to add
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472506609,Nada todo en orden
7460e4b5,¿Qué información agregarías a este flujo?,Participant 472547199,PREVIOUS
